From,To,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO
01-10-2018 00:00,01-10-2018 00:15,24.8,984.9,123,56,87,1.2,95.8,0.2,4.3,39.2,21.6,78.6,112.2,123.8,4.9,24.5,0.5
01-10-2018 00:15,01-10-2018 00:30,24.5,984.9,123,56,89.1,1.6,38.1,0.4,4.6,42,21.4,89.1,110.4,130.7,3.5,24.6,0.5
01-10-2018 00:30,01-10-2018 00:45,24.1,984.7,128,75,90.8,1.1,127.3,0.2,4.8,46.7,19.2,75.7,100.1,114.8,3.5,23,0.5
01-10-2018 00:45,01-10-2018 01:00,24,984.6,128,75,91.2,1.1,148.5,0.2,5.1,69.5,28.8,72.8,104.6,112.9,None,22.2,0.5
01-10-2018 01:00,01-10-2018 01:15,24.1,984.5,128,75,90.4,1.2,69,0.2,5.3,89.7,28,71.8,104.2,114.3,None,21.9,0.5
01-10-2018 01:15,01-10-2018 01:30,24.2,984.2,128,75,89.8,1.1,131.9,0.2,5.2,85,29.5,40.1,89.8,79.5,None,21.6,0.5
01-10-2018 01:30,01-10-2018 01:45,24.1,984.2,111,57,90.4,1.2,119.3,0.2,4.9,70.4,21.1,33.9,98.9,80.4,6.9,21.9,0.5
01-10-2018 01:45,01-10-2018 02:00,23.8,984,111,57,92,0.9,165.7,0.4,4.4,62,None,None,None,None,6,None,None
01-10-2018 02:00,01-10-2018 02:15,23.6,984,111,57,93.2,1.4,72.1,0.2,4.3,96.9,None,None,None,None,5.4,None,None
01-10-2018 02:15,01-10-2018 02:30,23.4,983.9,111,57,94.3,1.1,137.1,0.3,4.2,102.8,None,None,None,None,5.7,None,None
01-10-2018 02:30,01-10-2018 02:45,23.4,983.9,100,47,94.7,0.9,164.7,0.5,4.1,75.1,18.8,4.8,67.2,39.7,6.2,18.1,0.5
01-10-2018 02:45,01-10-2018 03:00,23.7,984,100,47,93.4,0.8,171.1,0.6,4,55.8,17.6,4.2,60.2,35.4,5.7,17.1,0.5
01-10-2018 03:00,01-10-2018 03:15,23.9,984,100,47,92.1,0.8,171.5,0.6,4.3,44.4,18.8,5,61.8,36.9,5.8,18.4,0.5
01-10-2018 03:15,01-10-2018 03:30,24,983.9,100,47,92.1,0.8,178.8,0.7,5.7,47.6,20,5.2,59.8,36.1,6.2,19.5,0.5
01-10-2018 03:30,01-10-2018 03:45,24.3,983.9,149,73,90,0.7,189.5,0.6,6.8,50.4,20.8,4.6,56.2,33.6,7.1,None,None
01-10-2018 03:45,01-10-2018 04:00,24.4,983.9,149,73,89,0.7,183.1,0.9,7.3,49.1,20.8,4,50.8,30.2,10.2,18.3,0.4
01-10-2018 04:00,01-10-2018 04:15,24.6,983.8,149,73,87.8,0.6,186.6,1,7,44.5,20.7,2.3,45.9,26.3,13.2,16.2,0.4
01-10-2018 04:15,01-10-2018 04:30,24.6,983.9,149,73,87.6,0.8,183.3,1,6.2,39.5,22.3,1.5,37.3,21.1,15.9,15.6,0.4
01-10-2018 04:30,01-10-2018 04:45,24.4,984,136,59,87.8,0.7,178.4,0.9,5.1,34.8,23.3,1,36,20,17.8,15,0.3
01-10-2018 04:45,01-10-2018 05:00,24.2,984.1,136,59,88.9,0.8,180,0.9,4.3,28.8,22.7,0.8,37.4,20.6,15.4,14.7,0.3
01-10-2018 05:00,01-10-2018 05:15,24,984.1,136,59,89.3,0.8,181.7,0.5,3.9,25.5,22.1,None,43.7,22.9,14.3,14.3,0.3
01-10-2018 05:15,01-10-2018 05:30,23.9,984.2,136,59,89.4,0.8,176.7,0.8,3.8,25.3,21.5,0.1,46.6,24.9,12.1,14.2,0.3
01-10-2018 05:30,01-10-2018 05:45,23.9,984.4,110,53,89.2,0.8,176,0.8,3.8,24.6,21,0.9,49.7,27.2,11,14.2,0.3
01-10-2018 05:45,01-10-2018 06:00,23.9,984.7,110,53,89.9,2.5,164.9,0.6,3.8,25.4,20.4,1,51.5,28.2,10.1,14.1,0.3
01-10-2018 06:00,01-10-2018 06:15,23.7,985,110,53,91.2,9.5,161.8,0.3,3.7,27.2,20.9,2.4,47.8,27.4,10.1,14.2,0.2
01-10-2018 06:15,01-10-2018 06:30,23.7,985.2,110,53,92.3,25.8,52.3,0.1,3.8,28.5,21,2.5,45.9,26.5,8.8,13.5,0.2
01-10-2018 06:30,01-10-2018 06:45,24.1,985.4,128,52,90.5,53.2,132.8,0.1,3.9,30.4,21.6,11.1,50.9,36.4,7.8,13.4,0.2
01-10-2018 06:45,01-10-2018 07:00,25.3,985.6,128,52,84.9,87.8,150.3,0.3,4,33.1,23.3,71.2,89.4,105.1,6.2,13.7,0.2
01-10-2018 07:00,01-10-2018 07:15,26.5,985.7,128,52,76.5,124.8,180.1,0.6,4.2,37.7,25.1,55.2,103.1,100.1,6.5,15.1,0.2
01-10-2018 07:15,01-10-2018 07:30,27.3,985.9,128,52,72.3,156.8,172.4,0.6,5.1,46.5,21.7,40.9,97.4,85.4,8,16.8,0.3
01-10-2018 07:30,01-10-2018 07:45,28.1,986.1,190,70,68.9,201.8,157,0.5,4.9,46.9,20.7,28.2,94.2,73.3,10.6,19,0.3
01-10-2018 07:45,01-10-2018 08:00,28.6,986.3,190,70,67.9,242.8,153.2,0.3,4.3,38.5,19.8,16.7,86.1,59.4,17.1,21.2,0.3
01-10-2018 08:00,01-10-2018 08:15,29.7,986.5,190,70,64,279.9,185.6,0.3,3.8,26.6,21.3,15,77.9,53.6,20.1,22.6,0.3
01-10-2018 08:15,01-10-2018 08:30,30.6,986.6,190,70,59.8,218.5,131.9,0.3,4,23.6,20.9,18.5,80.9,58,21.2,24.1,0.3
01-10-2018 08:30,01-10-2018 08:45,30.8,986.7,179,68,56.8,354.1,224.9,0.2,4.2,26.9,18,8.4,60.9,39.7,33,24.3,0.3
01-10-2018 08:45,01-10-2018 09:00,30.8,986.9,179,68,57.1,401.3,306.9,0.1,3.8,25.6,18.1,5.4,55.3,33.8,46,24.2,0.4
01-10-2018 09:00,01-10-2018 09:15,31.4,986.9,179,68,55.7,435.7,175.1,0.7,3.3,23,19.6,4.8,51.4,31.2,55.9,24.6,0.4
01-10-2018 09:15,01-10-2018 09:30,32.2,987,179,68,54,463.5,228.3,0.3,3,21.4,20.4,4.5,52.8,31.7,61.3,24.2,0.3
01-10-2018 09:30,01-10-2018 09:45,32.1,986.9,191,61,51.5,504.1,179.8,0.9,3.4,23.3,None,None,None,None,None,None,None
01-10-2018 09:45,01-10-2018 10:00,32.8,987.1,191,61,48.8,527.5,237.1,0.2,3.6,25.2,20.3,2.6,31.2,18.8,89.4,23.9,0.3
01-10-2018 10:00,01-10-2018 10:15,32.9,987.1,191,61,49.6,552.4,29.8,0.3,3.4,24.1,20.4,2.5,36.3,21.3,98.2,24.1,0.3
01-10-2018 10:15,01-10-2018 10:30,33.1,987.1,191,61,49.1,568.2,30.9,0.4,3.3,21.1,20.7,2.1,33.2,19.3,108.6,24.6,0.3
01-10-2018 10:30,01-10-2018 10:45,33.5,987,174,59,47.6,595.8,189.4,0.4,3.3,22.4,21.2,2.4,29.6,17.7,116.7,25.1,0.3
01-10-2018 10:45,01-10-2018 11:00,33.4,986.9,174,59,47.3,450,166.1,1.1,3.4,24.2,20.6,2.1,35.8,20.7,108.4,26.7,0.2
01-10-2018 11:00,01-10-2018 11:15,33.6,986.7,174,59,47.4,627.6,178.5,0.8,3.1,22.1,20.7,2.2,31.4,18.7,114.5,27.6,0.2
01-10-2018 11:15,01-10-2018 11:30,33.9,986.5,174,59,45.9,646.3,204.2,0.2,3.2,27.8,21.1,1.5,32.3,18.3,111.1,28,0.2
01-10-2018 11:30,01-10-2018 11:45,34.2,986.5,191,51,44.3,659.1,153.2,0.7,3.4,30.9,21.5,1,34.4,19.2,113.2,27.9,0.2
01-10-2018 11:45,01-10-2018 12:00,34.4,986.3,191,51,42.7,655.4,179.5,1,3.1,31.7,21,0.7,31.2,17.2,118.2,26.9,0.1
01-10-2018 12:00,01-10-2018 12:15,34.1,986.1,191,51,43.6,660.8,177.7,1.1,2.8,35.2,21.3,1.1,29.2,16.6,122.3,25.4,0.1
01-10-2018 12:15,01-10-2018 12:30,34.7,986,191,51,42.3,651.5,293.5,0.1,2.6,36.5,22.5,0.7,23.4,13,130.9,24.8,0
01-10-2018 12:30,01-10-2018 12:45,34.4,985.8,175,38,43.2,644.2,16.3,0.7,2.7,41.5,22.1,1.3,24,13.7,138.7,None,None
01-10-2018 12:45,01-10-2018 13:00,34.6,985.4,175,38,42.9,641.9,173.4,1.1,2.4,42.7,20.3,0.9,21.4,12.2,122.5,22.5,None
01-10-2018 13:00,01-10-2018 13:15,34.9,985.3,175,38,41.8,611,209.9,0.2,2.2,41.4,20.1,None,19.6,9.7,125.6,22.5,None
01-10-2018 13:15,01-10-2018 13:30,35,985.1,175,38,41.3,600.8,128,0.1,2.7,44.6,21.2,None,18.1,9.3,133.7,22.1,None
01-10-2018 13:30,01-10-2018 13:45,35.2,984.8,166,35,40.7,571,196.7,0.4,2.2,35.2,None,None,19.4,10,128.1,21.1,None
01-10-2018 13:45,01-10-2018 14:00,35.4,984.6,166,35,42.1,539,165.9,0.6,2.1,34,22.1,0.5,26.6,14.8,125.1,20.6,None
01-10-2018 14:00,01-10-2018 14:15,35.3,984.5,166,35,41.8,504.7,10.6,0.1,2.2,31.4,22,1.2,27.4,15.5,126.8,20,None
01-10-2018 14:15,01-10-2018 14:30,35.1,984.3,166,35,43.4,475.1,172.3,0.6,2.6,36.6,21.7,1.7,35.7,20.4,120.4,19.8,None
01-10-2018 14:30,01-10-2018 14:45,35.2,984.2,171,41,42.9,447.4,178.7,0.9,2.4,37.4,22.3,2.7,33.2,20,113.6,18.8,None
01-10-2018 14:45,01-10-2018 15:00,35.7,984.1,171,41,42,412,168.4,0.7,2.5,31.3,23.4,1.8,27.9,16.2,106.9,18.5,0.3
01-10-2018 15:00,01-10-2018 15:15,35,984,171,41,42.2,379.4,172.1,1,2.4,23.7,22.9,1.5,32.7,18.6,94.9,18.5,0.3
01-10-2018 15:15,01-10-2018 15:30,35.5,984.1,171,41,39.7,346.7,336.2,None,2.2,23.4,22.2,2.3,33.3,19.6,92.1,18.6,0.3
01-10-2018 15:30,01-10-2018 15:45,35.1,984,174,35,41.6,298.1,166.5,0.6,2.6,40.6,21.4,1.3,33,18.6,84.5,None,None
01-10-2018 15:45,01-10-2018 16:00,34.6,984,174,35,43.3,255.6,182.1,0.7,2.2,29.3,21.1,2.5,36,21.2,85.5,18.7,0.3
01-10-2018 16:00,01-10-2018 16:15,34.2,984,174,35,44.4,212.4,172,0.7,2.3,25,21,None,34.6,18,87.4,18.5,0.4
01-10-2018 16:15,01-10-2018 16:30,33.9,984,174,35,45.2,171.3,182,0.5,2.8,29.8,20.7,1.5,29.4,16.9,90.7,18.1,0.4
01-10-2018 16:30,01-10-2018 16:45,33.5,984.1,168,36,46.9,98.1,200.3,0.2,2.7,34.5,19.7,0.4,39.7,21.4,80.4,18,0.4
01-10-2018 16:45,01-10-2018 17:00,32.7,984.1,168,36,48.9,50.3,186.7,0.6,2.7,33.1,18.6,1.3,53.9,29.4,71.2,19,0.4
01-10-2018 17:00,01-10-2018 17:15,32,984.2,168,36,51.9,38.2,68.2,0.1,2.5,39.4,19.1,0.7,52,28.3,71.1,19.8,0.5
01-10-2018 17:15,01-10-2018 17:30,31,984.2,168,36,56.4,26,78.3,0.3,2.7,34.3,21,0.1,66.7,35.3,55.7,None,0.5
01-10-2018 17:30,01-10-2018 17:45,30.5,984.3,177,41,59.1,13.5,83.9,0.1,2.6,39.8,22.5,0.3,81.5,43.6,45.4,21.6,0.5
01-10-2018 17:45,01-10-2018 18:00,30,984.4,177,41,61.4,4.4,37.1,0.3,3.2,44.6,22.8,1.4,72.8,39.9,44.1,22.9,0.5
01-10-2018 18:00,01-10-2018 18:15,29.6,984.4,177,41,62.3,1.5,56.2,0.3,3.8,61.7,22.7,0.2,59.8,31.9,52.3,22.6,0.6
01-10-2018 18:15,01-10-2018 18:30,29,984.5,177,41,64.5,1.1,44.3,0.2,4.9,89.1,23.4,0.2,72.9,38.9,35.2,23.5,0.6
01-10-2018 18:30,01-10-2018 18:45,28.7,984.7,240,66,65.9,1.1,57.9,0.1,4.9,115.9,23.2,5.6,104.9,60.2,13.9,23.5,0.6
01-10-2018 18:45,01-10-2018 19:00,28.4,984.9,240,66,67,1.1,77.6,0.3,4.9,123.7,18.9,7.3,113.7,66.9,10.1,24.4,0.7
01-10-2018 19:00,01-10-2018 19:15,28.2,985,240,66,68.7,1.2,53.6,0.1,4.9,138.6,22.4,5.6,108.9,62.5,11.5,24.8,0.7
01-10-2018 19:15,01-10-2018 19:30,23.7,985.2,240,66,74.3,1.4,69.4,0.3,4.4,162.2,24,14.6,124.1,77.9,6,25.3,0.7
01-10-2018 19:30,01-10-2018 19:45,None,985.2,246,73,95.4,1.2,63.2,0.2,4.4,161,24.8,14.9,118,74.9,6.4,25.9,0.8
01-10-2018 19:45,01-10-2018 20:00,None,985.2,246,73,99.3,1.1,102.6,0.1,5.5,182.4,23.9,15,116.8,74.3,6.2,25.7,0.8
01-10-2018 20:00,01-10-2018 20:15,26.8,985.5,246,73,78.6,1.2,79.2,0.2,7.2,198.7,24.6,26.6,113.1,82,6.1,25.7,0.9
01-10-2018 20:15,01-10-2018 20:30,26.7,985.5,246,73,80.4,1.1,52.6,0.2,8.7,211.2,29.6,41.5,114,94.5,6.8,26.8,0.9
01-10-2018 20:30,01-10-2018 20:45,26.8,985.7,327,111,80.2,1.2,62.8,0.2,9,216,30.3,27,111.3,81.2,7.5,28.2,1
01-10-2018 20:45,01-10-2018 21:00,26.2,985.8,327,111,83.8,1.3,62.8,0.3,10.1,221.3,28.5,26.7,109,79.7,6.5,26.9,1.1
01-10-2018 21:00,01-10-2018 21:15,26,985.8,327,111,85,1.3,39.7,0.5,9.5,182.4,27.2,28.1,104.7,78.5,6.1,25.1,1.2
01-10-2018 21:15,01-10-2018 21:30,27.3,985.8,327,111,79.2,1.4,18.3,0.4,10.1,188.5,28.9,9.7,97.1,59.6,6.5,22.5,1.3
01-10-2018 21:30,01-10-2018 21:45,26.5,985.8,301,112,83.7,1.1,66.7,0.2,9.9,234.7,26.6,8.6,92.9,56.4,6.4,None,None
01-10-2018 21:45,01-10-2018 22:00,26.1,985.8,301,112,85.1,1.4,44.3,0.4,7.3,150.3,25.6,7.6,94.9,56.7,6.6,20.5,0.4
01-10-2018 22:00,01-10-2018 22:15,26.1,985.8,301,112,84.1,1.2,30.4,0.3,7.2,127.2,26.3,5.1,89.1,51.6,8.6,20.5,0.4
01-10-2018 22:15,01-10-2018 22:30,12.7,985.7,301,112,90.5,1.3,71.8,0.2,7.4,131,26.4,3.3,84,47.4,9.8,21.1,0.5
01-10-2018 22:30,01-10-2018 22:45,25.1,985.7,271,99,89.4,1.2,90.2,0.2,7.7,154,26.3,3.9,92.5,52.4,7.5,21.7,0.5
01-10-2018 22:45,01-10-2018 23:00,24.8,985.8,271,99,91,1.4,55.3,0.3,7.6,162.9,25.6,8,92.5,55.8,6,20.9,0.5
01-10-2018 23:00,01-10-2018 23:15,24.6,985.7,271,99,91.7,1.4,49.7,0.3,7.8,173.9,25.6,25.2,100.4,74.4,5.6,20.6,0.6
01-10-2018 23:15,01-10-2018 23:30,24.5,985.6,271,99,90.7,1.2,76.6,0.2,8.4,196.3,25.4,55.1,109.9,103.3,5.8,20.2,0.6
01-10-2018 23:30,01-10-2018 23:45,24.4,985.5,269,99,91.1,0.8,149.8,0.2,8.3,180.7,26.4,80.7,127.8,133.3,5.2,20.2,0.6
01-10-2018 23:45,02-10-2018 00:00,24.2,985.5,269,99,91.3,1.1,111.1,0.2,8.4,131,27,85.8,126.7,136.7,5.6,20,0.7
02-10-2018 00:00,02-10-2018 00:15,24.1,985.6,269,99,91.5,1.4,51.8,0.3,9.1,110.6,26.4,88.8,132.1,142.8,5.6,19.6,0.7
02-10-2018 00:15,02-10-2018 00:30,24,985.4,269,99,91.3,1.1,78.1,0.2,9.6,104.5,25.8,98.3,141.5,155.5,6.1,20.5,0.7
02-10-2018 00:30,02-10-2018 00:45,23.9,985.5,302,128,92.2,1.5,34.3,0.3,9.2,101.2,25.4,107,137.9,160.6,6.6,21.4,0.7
02-10-2018 00:45,02-10-2018 01:00,23.9,985.4,302,128,93.1,1.6,40.8,0.5,9.6,118.9,25.7,116.3,135.2,166.8,None,22.3,0.7
02-10-2018 01:00,02-10-2018 01:15,23.8,985.2,302,128,93,1.2,75.7,0.2,9.8,119,30.2,94.3,127.4,144.6,None,22.6,0.8
02-10-2018 01:15,02-10-2018 01:30,23.7,985.2,302,128,93.5,1.2,98.9,0.2,10.1,118.9,32,88.8,119,134.6,None,22.9,0.8
02-10-2018 01:30,02-10-2018 01:45,23.7,985.1,234,118,93.7,1.2,71.9,0.2,8.9,108.9,28,75.5,118.7,124.4,8.7,22.5,0.8
02-10-2018 01:45,02-10-2018 02:00,23.5,984.9,234,118,94.9,0.9,168.4,0.3,8.2,105.9,None,None,None,None,6.7,None,None
02-10-2018 02:00,02-10-2018 02:15,23.5,984.9,234,118,94.7,0.9,163.2,0.4,7.5,98.3,None,None,None,None,6.2,None,None
02-10-2018 02:15,02-10-2018 02:30,23.5,985.1,234,118,94.4,1.5,41,0.3,7.2,84.5,None,None,None,None,6.1,None,None
02-10-2018 02:30,02-10-2018 02:45,23.3,985,177,100,95.3,1.4,78.9,0.2,6.9,92.7,24.7,47.4,107.6,96,5.4,22.2,0.8
02-10-2018 02:45,02-10-2018 03:00,23.5,984.8,177,100,94.8,0.8,167.1,0.6,6.6,122.7,20.9,4.1,75.4,43.5,8.6,20.7,0.8
02-10-2018 03:00,02-10-2018 03:15,23.7,984.8,177,100,93.6,0.8,180.1,0.5,6.1,130.6,20.8,5.4,72.1,42.6,9.6,20,0.8
02-10-2018 03:15,02-10-2018 03:30,24,984.9,177,100,92.4,0.8,181.4,0.6,5.8,94.3,21.7,1.3,67.1,36.9,9.5,20.2,0.8
02-10-2018 03:30,02-10-2018 03:45,24.2,985,186,83,91.3,0.9,178.4,0.3,6,94.4,22.9,None,63.3,32.2,11.5,None,None
02-10-2018 03:45,02-10-2018 04:00,23.9,985.2,186,83,93,1.4,36.3,0.3,7,80.6,23.2,None,58.3,29.5,10.4,19,0.3
02-10-2018 04:00,02-10-2018 04:15,23.5,985.2,186,83,95.2,1.2,83.5,0.2,8.7,74.2,24,0.4,57.5,30.9,10,18.3,0.4
02-10-2018 04:15,02-10-2018 04:30,23.4,985.5,186,83,96.5,1.6,29.4,0.5,9.8,72.2,25.6,2.2,58.8,33.1,7.5,17.9,0.4
02-10-2018 04:30,02-10-2018 04:45,23.3,985.6,199,111,97.3,1.5,38.2,0.4,10.8,74.6,31.4,35.6,72.4,66.9,6.6,16.6,0.4
02-10-2018 04:45,02-10-2018 05:00,23.2,985.7,199,111,98.2,1.3,68.8,0.3,10.2,77.8,34.2,59.2,80,90.3,6.7,15.8,0.3
02-10-2018 05:00,02-10-2018 05:15,23.2,985.8,199,111,98.7,1.4,72.2,0.3,9.8,96.6,25,85.5,77.1,110,6.7,15.4,0.3
02-10-2018 05:15,02-10-2018 05:30,23.2,985.8,199,111,98.7,1.1,114.2,0.2,10,133.2,31.8,44.8,77.2,77.6,6.4,15.2,0.3
02-10-2018 05:30,02-10-2018 05:45,23.1,986.1,215,127,99.3,1.4,64.8,0.3,9.7,120.1,30.7,49.1,74.3,79.6,5.8,14.8,0.3
02-10-2018 05:45,02-10-2018 06:00,23.1,986.2,215,127,99.4,2.8,46.2,0.3,8.8,84.4,29.8,42.2,72.4,72.9,6,14.3,0.3
02-10-2018 06:00,02-10-2018 06:15,23,986.2,215,127,99.4,8.6,150.9,0.3,8.8,84.9,29.9,33.7,68.7,63.9,6.2,14.5,0.3
02-10-2018 06:15,02-10-2018 06:30,23.1,986.5,215,127,99.4,23.8,43.5,0.3,9.1,92.9,30.7,26.8,63.4,55.4,6.7,14.6,0.3
02-10-2018 06:30,02-10-2018 06:45,23.6,986.6,205,114,99.1,53.5,154,0.2,8.9,88.4,30.3,25.1,63.9,54.5,6.7,14,0.3
02-10-2018 06:45,02-10-2018 07:00,24.5,986.8,205,114,95,88.7,151.2,0.3,8.6,83.5,30.9,21.2,63.9,51.3,7.2,13.5,0.3
02-10-2018 07:00,02-10-2018 07:15,26,987,205,114,86.5,128.9,180.1,0.7,8.1,78.5,30.3,17.6,67.5,50.1,9.1,13.2,0.3
02-10-2018 07:15,02-10-2018 07:30,27.3,987.2,205,114,79.8,170.8,182.7,0.9,9,74.9,27.8,5.9,63.8,38.9,14.4,13.6,0.3
02-10-2018 07:30,02-10-2018 07:45,28,987.4,222,95,76.5,208.2,174.4,1,9.3,63,25.5,3.9,49,29.3,23.4,15.2,0.3
02-10-2018 07:45,02-10-2018 08:00,28.4,987.6,222,95,75.8,242.8,175.8,1.2,6.3,39.9,25.5,2.7,46.2,26.8,27.6,16.9,0.3
02-10-2018 08:00,02-10-2018 08:15,28.9,987.8,222,95,72.2,282.5,184.2,1.1,5.3,33.7,26.2,1.8,44.7,25.2,36.2,17.9,0.3
02-10-2018 08:15,02-10-2018 08:30,29.5,987.9,222,95,68.3,211.9,174.9,1.4,5.4,35,25.8,1.4,30.6,17.5,49.2,18.7,0.3
02-10-2018 08:30,02-10-2018 08:45,30,988,201,78,65.9,369.7,168.3,1.2,5.2,35,24.6,2.8,39.7,23.3,49.5,19.4,0.2
02-10-2018 08:45,02-10-2018 09:00,30.6,988,201,78,63.3,404.2,173.1,1.2,4.2,30.6,22.7,4.6,44.5,27.3,53.2,19.5,0.2
02-10-2018 09:00,02-10-2018 09:15,31.3,988.1,201,78,62.1,442,181.7,1.3,4,31.1,22.6,2.1,35.2,20.3,63.9,20.9,0.2
02-10-2018 09:15,02-10-2018 09:30,31.8,988.1,201,78,62.2,474.1,160.7,1.3,4.2,28.5,23.3,1.7,27.5,16,73.2,21,0.2
02-10-2018 09:30,02-10-2018 09:45,32.4,988.1,200,69,59.9,502.3,172.1,1.2,4,24.6,24.1,2.3,31.5,18.6,79.1,None,None
02-10-2018 09:45,02-10-2018 10:00,33,988.2,200,69,55.7,535.6,175.3,1.1,4,25.5,23.7,1.4,26.7,15.4,84.6,19.8,0.3
02-10-2018 10:00,02-10-2018 10:15,33.1,988.2,200,69,55.2,558.9,164.5,1.3,4.2,28.2,23.9,1.3,25.4,14.5,89.1,19.1,0.3
02-10-2018 10:15,02-10-2018 10:30,29.9,988.1,200,69,55.5,576,172.9,1,4,22.8,24.8,2,29.4,17.3,96,18.1,0.3
02-10-2018 10:30,02-10-2018 10:45,34.3,988,200,59,47.1,563.7,176.5,1.1,4,23.6,25.4,None,35.6,18.5,99.4,17.8,0.3
02-10-2018 10:45,02-10-2018 11:00,21,985.8,200,59,59.4,404.2,169.9,1.1,4.4,33.1,25.1,1.7,40.1,22.7,111.2,18.4,0.3
02-10-2018 11:00,02-10-2018 11:15,34.6,987.8,200,59,45.2,616.1,213.9,0.3,4.3,31.4,25.7,1.7,33.5,19.1,121.9,19.2,0.3
02-10-2018 11:15,02-10-2018 11:30,34.7,987.6,200,59,45.9,618.5,347.2,0.5,4.6,24.2,27,1.2,28.7,16.2,127.3,20.2,0.3
02-10-2018 11:30,02-10-2018 11:45,34.9,987.4,200,61,43.5,635.5,199.8,0.2,4.4,24.1,26.7,0.8,24.5,13.6,111.4,None,0.2
02-10-2018 11:45,02-10-2018 12:00,35.3,987.2,200,61,41.1,652.1,170.3,0.3,3.2,20,25.6,0.8,25.7,14.3,99.2,20.5,0.2
02-10-2018 12:00,02-10-2018 12:15,35.6,986.9,200,61,40,658.2,188.7,0.5,2.3,14.5,25.5,0.3,22.3,12.1,86.2,19,0.2
02-10-2018 12:15,02-10-2018 12:30,35.4,986.6,200,61,41.7,646.1,169.8,1.2,1.8,11.9,25.9,21.2,21.5,10.9,91.9,17.9,0.1
02-10-2018 12:30,02-10-2018 12:45,35.7,986.4,143,35,42.4,637.2,166.6,0.7,1.8,15.9,27.6,0.5,21.6,11.9,100.3,16.9,0.1
02-10-2018 12:45,02-10-2018 13:00,36.1,986.2,143,35,40.7,619.9,131.8,0.1,2.2,19.3,25.4,1.1,16.1,9.4,107.9,16.2,0.1
02-10-2018 13:00,02-10-2018 13:15,35.8,985.9,143,35,40.8,604.1,193,0.7,2.1,15.2,23.9,0.2,15.6,8.5,111.7,16,0
02-10-2018 13:15,02-10-2018 13:30,35.7,985.8,143,35,42.3,575.2,341.7,0.7,1.8,14.2,25.1,0.4,17.4,9.6,112.7,16.2,0
02-10-2018 13:30,02-10-2018 13:45,35.6,985.5,145,40,41.5,553.3,352.8,0.3,1.8,16.6,26.8,1.8,18.9,9.7,109.2,16.4,0.3
02-10-2018 13:45,02-10-2018 14:00,36.4,985.2,145,40,40.2,528,185.3,0.2,1.9,16.2,26.8,0.2,20.1,10.8,103.6,15.6,0.3
02-10-2018 14:00,02-10-2018 14:15,36.2,985.1,145,40,39.8,498.9,240.9,0.2,1.9,14.7,26.6,1.1,25.5,14.5,96.9,15.3,0.2
02-10-2018 14:15,02-10-2018 14:30,36.4,984.9,145,40,38.1,471.7,303.1,0.3,1.7,13.1,27.5,1.8,20.9,12.4,89.7,15.3,0.2
02-10-2018 14:30,02-10-2018 14:45,36.2,984.8,130,35,39,439.8,156.6,0.5,1.7,13.6,27.2,1,20.8,11.8,88.7,14.6,0.2
02-10-2018 14:45,02-10-2018 15:00,36.3,984.7,130,35,39.8,403.3,8,0.2,1.5,12.8,25.7,1.2,21.9,12.5,89.3,14,0.2
02-10-2018 15:00,02-10-2018 15:15,36.3,984.6,130,35,38.8,365.8,189.4,0.3,1.9,14.9,25.2,0.7,25.3,14.1,81.5,13.9,None
02-10-2018 15:15,02-10-2018 15:30,36,984.6,130,35,39.8,327.1,358.7,0.1,2.1,16,25.7,1.4,24.6,13.1,83.9,13.5,0.3
02-10-2018 15:30,02-10-2018 15:45,35.9,984.4,117,25,40.5,285.9,185.6,0.4,1.6,11.6,26,1.3,29.5,15.6,80,19.1,0.3
02-10-2018 15:45,02-10-2018 16:00,35.6,984.4,117,25,40.5,245.9,327.6,0.3,1.4,11.8,25.3,0.3,23.2,12.6,83,14.4,0.3
02-10-2018 16:00,02-10-2018 16:15,35.2,984.3,117,25,41.5,200.4,270.8,0.3,1.6,14.3,25.1,None,17.5,9.1,86.9,16.1,0.3
02-10-2018 16:15,02-10-2018 16:30,34.7,984.5,117,25,42.1,161.7,349,0.6,1.6,14.2,25.2,0.1,19.5,10.4,85.5,16.5,0.3
02-10-2018 16:30,02-10-2018 16:45,33.9,984.5,138,27,43.5,71.8,354.8,0.6,1.6,13.7,25,0.6,22.3,12.4,82,16.8,0.3
02-10-2018 16:45,02-10-2018 17:00,33.1,984.6,138,27,44.3,40.7,3.2,0.6,1.7,18.3,22.7,1.3,23,13.3,76.8,17.1,0.3
02-10-2018 17:00,02-10-2018 17:15,32.4,984.6,138,27,47.5,29.2,8.8,0.5,1.7,27.2,22.5,0.8,30.7,17,61.9,17.5,0.3
02-10-2018 17:15,02-10-2018 17:30,30.7,984.7,138,27,56.3,12.8,45.1,0.5,1.8,28.7,23.2,0.8,33.5,17.9,51.6,18.1,0.3
02-10-2018 17:30,02-10-2018 17:45,30,984.8,156,31,60,10.8,38.5,0.8,2.1,29.1,24,0.3,46.7,24.7,44.4,17.6,0.3
02-10-2018 17:45,02-10-2018 18:00,29.3,984.8,156,31,63.3,4.2,48,0.3,2.2,27.2,24,0.4,52,28,34.9,17.2,0.3
