From,To,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO
28-10-2018 23:00,28-10-2018 23:15,18.8,992.1,490,86,92.1,1.4,48.6,0.3,28.9,309.6,53.2,218.8,109.7,236.3,15,19.8,6.6
28-10-2018 23:15,28-10-2018 23:30,18.9,992.1,490,86,91.2,1.5,41,0.3,29.5,310.6,46.1,275,118.6,287.2,16,20.1,7.2
28-10-2018 23:30,28-10-2018 23:45,18.6,992,523,91,92.3,1.4,39.5,0.2,29.6,311.7,51.8,283.4,124.9,297.4,15.2,20.8,6.9
28-10-2018 23:45,29-10-2018 00:00,18.6,992,523,91,93.1,1.4,37.8,0.3,29.4,317.6,50.8,288.4,111.3,294.3,13.7,None,6.8
29-10-2018 00:00,29-10-2018 00:15,18.9,992,523,91,91.8,1.5,24.1,0.4,29.1,321.9,52,285.5,105.7,289,13,20.6,6.8
29-10-2018 00:15,29-10-2018 00:30,18.4,991.9,523,91,93.6,1.3,42.9,0.3,29.4,322.4,51.8,293.7,104.8,295.2,13.3,20.7,6.9
29-10-2018 00:30,29-10-2018 00:45,18.5,991.9,509,91,93.8,1.5,30.5,0.4,30.1,323.2,51.8,296.6,105.1,297.7,12.8,20.4,None
29-10-2018 00:45,29-10-2018 01:00,18.6,991.8,509,91,94,1.4,37.3,0.4,31,327,53.4,307.8,106.1,307.2,None,20.4,6
29-10-2018 01:00,29-10-2018 01:15,18.5,991.7,509,91,94,1.1,65.1,0.2,32.6,334.2,56.2,318.5,106,316.3,None,21,6.1
29-10-2018 01:15,29-10-2018 01:30,18.3,991.8,509,91,94.9,1.2,70.7,0.2,34.4,351,57.8,326.7,100.5,319.8,None,21.2,6.3
29-10-2018 01:30,29-10-2018 01:45,18.5,991.7,537,86,95.8,0.8,156.2,0.3,36.1,375.6,57.8,325.7,82.6,309.6,13.9,21.1,6.4
29-10-2018 01:45,29-10-2018 02:00,18.4,991.9,537,86,95.9,1.2,57.3,0.2,36.8,391.8,None,None,None,None,14.4,None,None
29-10-2018 02:00,29-10-2018 02:15,18.5,991.9,537,86,95.7,1.4,38.5,0.4,37.3,402.9,None,None,None,None,13.9,None,None
29-10-2018 02:15,29-10-2018 02:30,18.5,991.9,537,86,94.8,1.5,27.4,0.5,37.3,405.7,None,None,None,None,13.8,None,None
29-10-2018 02:30,29-10-2018 02:45,18.3,991.8,512,91,94.5,1.5,41.2,0.4,36.7,415.1,58.7,315.8,112.1,317,13.5,19.7,5.1
29-10-2018 02:45,29-10-2018 03:00,18,991.8,512,91,95.4,1.4,37.3,0.4,35.7,441.9,56.1,295,116.9,302.5,12.8,21.3,4.4
29-10-2018 03:00,29-10-2018 03:15,17.7,991.8,512,91,95.3,1.3,49.6,0.3,32.9,460.8,56.6,273,107.4,279.7,11.9,19.7,3.7
29-10-2018 03:15,29-10-2018 03:30,17.7,991.8,512,91,94.6,1.4,33.8,0.4,29.5,440,54.3,196.8,128.3,228.5,10.9,18.8,2.8
29-10-2018 03:30,29-10-2018 03:45,17.6,991.8,393,80,93.9,1.4,38.5,0.3,27.7,402.2,51.7,187.2,114.9,213.9,9.5,None,2.4
29-10-2018 03:45,29-10-2018 04:00,17.8,991.9,393,80,94.5,1.3,43.4,0.3,25.2,340.4,50.9,198.4,101.8,215.8,9.8,16.4,3.1
29-10-2018 04:00,29-10-2018 04:15,17.8,991.8,393,80,95.9,1.1,62.6,0.1,23,283.1,51.7,213.6,77.2,215,10.3,13.6,3.7
29-10-2018 04:15,29-10-2018 04:30,17.8,992.1,393,80,96.6,1.5,28.3,0.4,24.4,296.5,53.6,203.5,76.4,206.4,10,14.3,3.7
29-10-2018 04:30,29-10-2018 04:45,17.8,992.1,406,77,97.1,1.4,21.1,0.3,27.3,334.2,55.5,196.4,73.2,199.1,9.9,14.4,None
29-10-2018 04:45,29-10-2018 05:00,17.7,992.3,406,77,97.4,1.4,31.6,0.4,27.6,336.4,56.3,165.8,73.5,174.3,9.1,13.2,2.9
29-10-2018 05:00,29-10-2018 05:15,17.6,992.3,406,77,97.1,1.4,37.1,0.4,26.9,322.4,62.7,139.1,74.8,153,9,11.5,2.6
29-10-2018 05:15,29-10-2018 05:30,17.5,992.4,406,77,97.4,1.4,22.8,0.3,26.1,298.1,62.7,137.9,69,149.2,9.3,10.3,2.4
29-10-2018 05:30,29-10-2018 05:45,17.5,992.4,478,86,97.8,1,118.2,0.2,25.9,273.4,60.5,125.2,68.9,138.4,9.5,10.1,2.3
29-10-2018 05:45,29-10-2018 06:00,17.5,992.8,478,86,97.7,1.3,35.4,0.2,25.9,256.6,57.6,117.5,64.4,130,9.7,11.4,2.2
29-10-2018 06:00,29-10-2018 06:15,17.4,992.9,478,86,98.3,2.1,38.6,0.3,26,244.4,58.9,110.4,68.8,126.6,9.9,11.7,2.1
29-10-2018 06:15,29-10-2018 06:30,17.5,993.1,478,86,98,5.8,34.1,0.4,25.9,237.3,61.3,110.5,66.3,125.3,10.2,11.7,2
29-10-2018 06:30,29-10-2018 06:45,17.5,993.3,508,92,98,13.6,39.2,0.4,25.4,228.3,66.1,126.9,72,141.6,10.4,11.9,2.1
29-10-2018 06:45,29-10-2018 07:00,17.9,993.4,508,92,97,25.1,19.5,0.4,24.6,212.9,71.3,155,75.9,167,10.6,13.2,2.5
29-10-2018 07:00,29-10-2018 07:15,18.3,993.5,508,92,94.5,38.4,62.4,0.1,24.4,203.3,68.4,151.3,87.2,170.4,10.8,13.7,2.5
29-10-2018 07:15,29-10-2018 07:30,19,993.7,508,92,91.5,54,81.9,0.2,24.7,199.4,66.5,130.1,93.2,155.6,10.1,13.6,2.4
29-10-2018 07:30,29-10-2018 07:45,20,993.9,578,110,86.6,72.5,45.7,0.3,24.8,199.1,67.2,126.8,99.1,156.1,10.7,13.5,2.4
29-10-2018 07:45,29-10-2018 08:00,21.3,994,578,110,80.4,101.9,158.7,0.3,24.6,200.5,68.1,128.1,124.8,170.8,10.6,12.9,2.5
29-10-2018 08:00,29-10-2018 08:15,22.7,994,578,110,74.2,127.2,159.9,0.4,24.6,205.3,68.8,89.7,140.3,148.2,9.9,13.4,2.1
29-10-2018 08:15,29-10-2018 08:30,23.5,994,578,110,67.3,152.1,168.6,0.4,24.5,211.4,69.4,63.9,140,126.2,10,16.8,1.8
29-10-2018 08:30,29-10-2018 08:45,24.2,994.2,631,108,68,174.7,48.4,0.4,22.5,208.2,68.9,66.7,151.2,134.8,10.6,20.6,None
29-10-2018 08:45,29-10-2018 09:00,25.3,994.3,631,108,61.8,204.5,49.3,0.4,20,164.8,68.4,53.5,175.7,136.6,11.6,26.2,2
29-10-2018 09:00,29-10-2018 09:15,26.2,994.3,631,108,55.9,219.2,44,0.2,19.5,137.9,68.6,32.2,173,118.3,14.5,34.9,1.7
29-10-2018 09:15,29-10-2018 09:30,26.7,994.3,631,108,53.4,187.9,23.1,0.2,18.5,122.2,67.7,21.7,169.5,107.8,17.4,41.2,1.6
29-10-2018 09:30,29-10-2018 09:45,27,994.3,665,108,53.6,264,31.7,0.5,16.5,100.3,71,20.7,179.1,112.1,20.1,None,1.7
29-10-2018 09:45,29-10-2018 10:00,27.8,994.3,665,108,51.1,280.4,157.2,0.8,15.4,81.6,73,13.5,163.4,97.4,31.6,52,1.8
29-10-2018 10:00,29-10-2018 10:15,28.4,994.1,665,108,50.6,278.2,155.4,0.4,15.1,78.8,72.7,13.6,165.9,99.3,41.1,50.9,2
29-10-2018 10:15,29-10-2018 10:30,28.4,994,665,108,52.6,229.5,161.9,1,15.5,100.1,73.8,9.1,179.4,103,51.8,42.7,2.4
29-10-2018 10:30,29-10-2018 10:45,28.4,993.9,762,107,51.9,202.4,171.2,1.1,16,124.2,73.8,4.1,129.9,72.9,76.3,33.7,2.1
29-10-2018 10:45,29-10-2018 11:00,28.6,993.7,762,107,49.5,208.3,171.9,1.3,17.7,111.4,67.6,2.2,94.9,52.2,103.5,30.8,1.5
29-10-2018 11:00,29-10-2018 11:15,29.2,993.5,762,107,46.1,214.8,179.6,1.4,17.4,90.8,63.4,None,74.4,39.6,112.8,29.3,1.1
29-10-2018 11:15,29-10-2018 11:30,29.4,993.4,762,107,43.9,209.7,174.7,1.2,16.2,84.6,62.4,1,49.3,27.2,120.3,26.9,0.6
29-10-2018 11:30,29-10-2018 11:45,29.9,993.1,628,96,43,354.3,172.7,1.1,13.4,74.2,60.6,0.6,65.1,35.1,142.4,30.1,0.7
29-10-2018 11:45,29-10-2018 12:00,30.5,992.9,628,96,40.7,371.3,185.5,0.8,10.1,68.7,57.9,1.4,54.3,30,160.9,33.2,0.5
29-10-2018 12:00,29-10-2018 12:15,30.5,992.7,628,96,38.4,362.9,320.5,0.2,10.1,98.7,55.5,1,42.4,23.3,155.8,30.6,0.1
29-10-2018 12:15,29-10-2018 12:30,30.7,992.3,628,96,35.5,388.3,256.6,0.4,9.7,82.4,52.3,None,43,22.7,145.6,28.5,None
29-10-2018 12:30,29-10-2018 12:45,31.2,992,388,67,38.1,370.3,174,1,7.7,46.6,51.3,None,53.5,28.2,167.7,30.2,None
29-10-2018 12:45,29-10-2018 13:00,30.9,991.8,388,67,38.8,335.5,180.2,0.9,6.6,37.4,51.2,None,52.9,27.9,181.6,32.8,0.7
29-10-2018 13:00,29-10-2018 13:15,30.7,991.4,388,67,40,322.1,223.9,0.3,7.7,44.8,51.5,1.1,44.4,24.5,180.3,35.5,0.5
29-10-2018 13:15,29-10-2018 13:30,31,991.1,388,67,40.1,337.7,181.3,0.8,8,53.3,51.7,None,36.2,19.2,168.4,30.6,0.5
29-10-2018 13:30,29-10-2018 13:45,31.2,990.8,364,66,37.2,354.1,182.3,1.2,6.9,44.5,49.6,0.9,35,19.4,140.9,26.3,0.4
29-10-2018 13:45,29-10-2018 14:00,31.4,990.6,364,66,35.1,333.1,182.2,0.8,6.4,39.8,43.9,0.7,36.6,20.1,141.7,24.7,0.3
29-10-2018 14:00,29-10-2018 14:15,31.9,990.5,364,66,31.6,307.6,193.3,0.5,5.6,38.2,41.6,1,45,24.7,126.6,23.9,0.3
29-10-2018 14:15,29-10-2018 14:30,31.7,990.3,364,66,34.1,256,173.2,0.5,5,34,40.8,1.5,50.7,28.2,124.5,23.6,0.4
29-10-2018 14:30,29-10-2018 14:45,30.7,990,None,None,36.3,243,173.1,0.9,4.5,31.6,41.6,0.1,41.1,21.8,127.4,23.3,0.4
29-10-2018 14:45,29-10-2018 15:00,31.3,989.9,None,None,35,208.3,258.9,0.3,5.4,39.5,41.6,2.2,52,29.1,118.3,None,0.2
29-10-2018 15:00,29-10-2018 15:15,31,989.7,None,None,33.5,191.7,260.5,0.2,5.2,37.1,40.6,2,52.9,29.7,117.3,23.8,None
29-10-2018 15:15,29-10-2018 15:30,30.8,989.8,None,None,33.6,163,84.5,0.1,4.9,38.3,38.4,0.4,43.9,23.7,125.6,24.1,0.6
29-10-2018 15:30,29-10-2018 15:45,26.1,989.7,None,None,43.3,131.3,153.5,0.5,4.9,33.7,37.5,None,63.9,33.5,107.7,None,0.7
29-10-2018 15:45,29-10-2018 16:00,None,989.7,None,None,87,101.6,169.8,0.5,4.4,27.5,36.8,0.2,58.5,31.3,103.1,24.3,0.8
29-10-2018 16:00,29-10-2018 16:15,29.1,989.9,None,None,39.4,66.4,145.3,0.4,5.8,44.7,37.1,1.1,66.2,36.1,98,24.7,0.9
29-10-2018 16:15,29-10-2018 16:30,28.4,989.8,None,None,42.9,45,178.7,0.2,6.5,69,38.4,2.3,60.4,34,99.8,25.5,1.1
29-10-2018 16:30,29-10-2018 16:45,27.4,989.8,None,None,47,33.1,142.2,0.3,6.8,77.3,39.4,0.5,72,38.8,80.5,26.2,None
29-10-2018 16:45,29-10-2018 17:00,26.3,989.8,None,None,50.9,21.6,162,0.1,7.1,71.8,39.7,1.6,83.8,45.9,60.3,23.7,1.3
29-10-2018 17:00,29-10-2018 17:15,25.6,989.9,None,None,53.4,9.8,159.4,0.3,9.3,84.7,37.9,0.8,112.3,60.5,36.3,22.4,1.4
29-10-2018 17:15,29-10-2018 17:30,25,989.9,None,None,56.4,3.3,187.4,0.3,11.1,115.7,39.2,None,109.5,56.9,33.6,22.9,1.6
29-10-2018 17:30,29-10-2018 17:45,24,990,494,202,61.3,1.3,99.7,0.2,11.9,110,43.5,1.2,103.6,56.1,27.9,23.9,1.5
29-10-2018 17:45,29-10-2018 18:00,23.4,990.2,494,202,65,1.2,72.1,0.3,11.3,190.9,45,None,96.5,51.3,25.4,21.7,1.4
29-10-2018 18:00,29-10-2018 18:15,23.1,990.3,494,202,65.4,1.3,56.1,0.3,10.6,194.4,43.8,1.1,102.5,55.3,22.3,20.7,1.5
29-10-2018 18:15,29-10-2018 18:30,22.7,990.3,494,202,66.9,1,97.9,0.2,10.2,174.6,44.3,None,118.9,62.9,13,19.7,1.6
29-10-2018 18:30,29-10-2018 18:45,22.5,990.3,436,218,68.7,0.6,157.3,0.4,11.4,185,44.1,1.4,117.8,63.9,9.8,20.3,1.7
29-10-2018 18:45,29-10-2018 19:00,22.3,990.4,436,218,70.5,0.7,159.4,0.3,12.4,189.1,43.3,4.2,121.1,67.8,8.1,21.6,1.9
29-10-2018 19:00,29-10-2018 19:15,21.9,990.4,436,218,73.3,0.6,173.8,0.4,12.7,254.4,41.8,27.1,127.2,89.4,7.3,23.3,2.4
29-10-2018 19:15,29-10-2018 19:30,21.5,990.6,436,218,76.2,0.7,151.3,0.3,13,280.9,45.6,67.4,142.9,129.9,6.7,24.1,3.3
29-10-2018 19:30,29-10-2018 19:45,21.1,990.6,497,265,79.4,0.8,153.4,0.1,13.5,297.2,45.9,62.7,132,121.2,7.3,23.6,3.1
29-10-2018 19:45,29-10-2018 20:00,21.3,990.7,497,265,79,0.9,117.1,0.2,15.4,332.4,44.2,92,138.6,149.3,7.7,24.8,3.6
29-10-2018 20:00,29-10-2018 20:15,21.3,990.8,497,265,79.4,0.8,159.6,0.3,15.5,330.7,48.9,127.5,135.3,176.1,8.4,24.7,4.2
29-10-2018 20:15,29-10-2018 20:30,21,990.9,497,265,81.5,1,114.4,0.2,16.5,335,49.6,125.2,135.7,174.2,8.8,25.6,4.4
29-10-2018 20:30,29-10-2018 20:45,20.8,991,542,295,82.8,0.8,139.2,0.2,21,363.2,50.3,126.1,133.5,174.4,8,25.2,None
29-10-2018 20:45,29-10-2018 21:00,20.7,991.1,542,295,84.5,1.4,36.4,0.3,21.8,371,49.5,136.4,138.9,185.5,8.6,26.4,4.5
29-10-2018 21:00,29-10-2018 21:15,20.6,991.2,542,295,84.8,1.5,33.9,0.4,20.6,379.6,52,147.1,136,192,8.7,25,4.6
29-10-2018 21:15,29-10-2018 21:30,20.8,991.2,542,295,85.1,1.5,28,0.4,22.6,452.9,55.1,163.8,135.8,205.8,8.2,22.9,5
29-10-2018 21:30,29-10-2018 21:45,20.6,991.1,591,321,86.4,1.3,44.9,0.4,22.9,474.3,55.4,195.5,141.1,234.3,8.9,None,5.6
29-10-2018 21:45,29-10-2018 22:00,20.5,991.2,591,321,86.9,1.3,51.8,0.4,23.6,435.3,47.7,241.2,154.8,279.1,9.8,22.7,6.2
29-10-2018 22:00,29-10-2018 22:15,20.4,991.1,591,321,87.3,1.3,34.3,0.3,27.1,396.4,62,254.7,147.7,285.9,10.1,24.5,6
29-10-2018 22:15,29-10-2018 22:30,20.1,991,591,321,87.6,1.3,55.1,0.3,27.9,379.6,55,210.5,144.4,246.5,9.2,23.5,5.2
29-10-2018 22:30,29-10-2018 22:45,20.1,991,632,368,86.8,1.5,42,0.4,25.4,359.7,51.3,141.1,128.3,183.3,8.3,22.5,4
29-10-2018 22:45,29-10-2018 23:00,19.9,990.9,632,368,87.9,1.4,43.7,0.4,22.4,352.3,52.3,162.3,132,203.1,9,22.1,4.3
29-10-2018 23:00,29-10-2018 23:15,19.7,990.9,632,368,89.6,1.3,48.7,0.3,19.3,276.3,55.8,179.8,129.8,215.1,8.9,22.5,4.7
29-10-2018 23:15,29-10-2018 23:30,19.7,990.9,632,368,91,1.5,36.8,0.3,15.7,229.4,53.4,228.9,126.5,253.9,8.8,None,5.5
29-10-2018 23:30,29-10-2018 23:45,19.8,990.7,649,377,91.5,0.8,157.5,0.2,17,244.4,46.8,235.2,107.2,248.6,8.9,22.7,5.6
29-10-2018 23:45,30-10-2018 00:00,19.7,990.7,649,377,92.8,0.8,131.7,0.2,22.3,326.4,53.8,198.8,90.5,210.3,8.4,21.9,5.6
30-10-2018 00:00,30-10-2018 00:15,19.5,990.7,649,377,94.6,1.4,41.9,0.3,24.2,360.5,54.8,200.3,97.4,214.9,7.6,21.4,5.7
30-10-2018 00:15,30-10-2018 00:30,19.3,990.7,649,377,94.9,1.3,51,0.3,26.2,384.1,56.3,209.2,93.9,220.4,8.4,None,5.7
30-10-2018 00:30,30-10-2018 00:45,19.2,990.6,576,355,95.8,0.8,155.7,0.2,26.6,394.4,54.7,184.5,86.4,196.4,7.9,20.7,None
30-10-2018 00:45,30-10-2018 01:00,19.2,990.8,576,355,96.1,1.4,46.6,0.4,26.2,389.5,55.3,179.3,92.7,195.5,None,20.1,4.8
30-10-2018 01:00,30-10-2018 01:15,19.1,990.6,576,355,96.1,0.8,139.3,0.2,25.5,369.6,57.7,182.2,90.2,196.5,None,19.6,4.5
30-10-2018 01:15,30-10-2018 01:30,19.1,990.7,576,355,95.9,1.3,43.3,0.3,25.8,367.1,57.6,186.8,96.4,203.6,None,19.5,4.4
30-10-2018 01:30,30-10-2018 01:45,18.8,990.7,541,360,96.3,1.4,38.4,0.3,24.6,343.4,54.7,192.6,105.5,212.9,9.5,19.9,4
30-10-2018 01:45,30-10-2018 02:00,18.9,990.8,541,360,96,1.5,28.1,0.4,23.9,324,None,None,None,None,9.6,None,None
30-10-2018 02:00,30-10-2018 02:15,18.8,990.7,541,360,96.2,1.4,40.4,0.4,23.6,312.5,None,None,None,None,8.8,None,None
30-10-2018 02:15,30-10-2018 02:30,18.7,990.6,541,360,96.2,1.4,30.4,0.4,21.4,274.7,None,None,None,None,8.8,None,None
30-10-2018 02:30,30-10-2018 02:45,18.5,990.6,509,359,97,1.4,30.3,0.3,20.7,269.2,54.4,162,97.2,183.8,8.3,16.3,3.4
30-10-2018 02:45,30-10-2018 03:00,18.4,990.5,509,359,97.8,1.3,61.7,0.3,20.1,251.8,52.5,161.9,83.9,176.6,8.5,14.8,3.5
30-10-2018 03:00,30-10-2018 03:15,18.5,990.5,509,359,98.4,1.4,33.2,0.4,20.8,254.1,53.3,167.2,87.3,183,8.4,14.8,3.5
30-10-2018 03:15,30-10-2018 03:30,18.5,990.4,509,359,98.4,1.4,32.1,0.4,25.5,266.3,54.7,181,88.8,194.7,8.6,15.7,3.6
30-10-2018 03:30,30-10-2018 03:45,18.5,990.4,532,364,98.3,1.4,51.2,0.3,36.4,286.5,54.6,180.7,82,190.9,7.6,None,3.7
30-10-2018 03:45,30-10-2018 04:00,18.3,990.5,532,364,99,1.2,72.7,0.2,None,347,53.2,181.6,71.1,185.7,7.6,15.3,3.7
30-10-2018 04:00,30-10-2018 04:15,18.4,990.7,532,364,99.4,1.4,33.8,0.3,None,362.3,53.2,181.8,73.2,187.2,7.8,14.2,3.7
30-10-2018 04:15,30-10-2018 04:30,18.3,990.8,532,364,99.4,1.4,28.2,0.4,None,363.1,54.9,177.1,67.3,180.2,7.8,14.9,3.6
30-10-2018 04:30,30-10-2018 04:45,18.4,990.8,527,370,99.4,1.5,34.1,0.4,None,365.3,55.8,182.6,72.1,187.2,7.6,14.6,None
30-10-2018 04:45,30-10-2018 05:00,18.2,990.8,527,370,99.4,1,82.4,0.2,None,349.8,55.4,190.8,65.6,190.2,7.5,13.6,3.3
30-10-2018 05:00,30-10-2018 05:15,18.2,990.9,527,370,99.4,0.9,102.8,0.1,None,340,56.4,182.4,57.6,179,7.6,13,3.2
30-10-2018 05:15,30-10-2018 05:30,18.2,991.2,527,370,99.4,1.5,32.6,0.4,45.3,323.4,56.9,195.3,64.2,193.5,7.4,13.4,3.2
30-10-2018 05:30,30-10-2018 05:45,17.9,991.3,510,373,99.4,1.3,45.7,0.4,44.2,323.7,57.4,183.3,54,178.1,7,13.3,3.1
30-10-2018 05:45,30-10-2018 06:00,18.1,991.5,510,373,99.4,1.4,41.4,0.3,42.8,323,54.8,177.5,64,178.7,6.4,13.9,3.2
30-10-2018 06:00,30-10-2018 06:15,18,991.6,510,373,99.4,1.8,94.8,0.2,41.5,320.8,55,163.9,56.5,163.7,5.4,16,3
30-10-2018 06:15,30-10-2018 06:30,18.1,992,510,373,99.4,5.3,32.2,0.3,40.1,316.7,57.2,155.6,56.3,156.8,8.2,17.4,3.1
30-10-2018 06:30,30-10-2018 06:45,18.1,992,539,390,99.4,12.5,163.6,0.3,39,312.3,58.9,None,56.2,158.4,10.9,18,3.1
30-10-2018 06:45,30-10-2018 07:00,18.3,992.3,539,390,99.4,23.3,128.8,0.1,38.3,312.8,62,164.2,53,162.3,12.1,16.5,3.2
30-10-2018 07:00,30-10-2018 07:15,18.6,992.5,539,390,99.4,35.1,167.1,0.5,36.7,307.5,61.1,186,64.4,185.3,13.2,16.9,3.3
30-10-2018 07:15,30-10-2018 07:30,19.6,992.7,539,390,91.9,50.8,176.4,1,34.6,308.6,66.3,116.6,79.5,136.4,11.2,17.2,2.5
30-10-2018 07:30,30-10-2018 07:45,21,992.9,621,412,77.6,68.7,179.3,0.9,33.4,297.3,58.3,49,106.1,95.9,9,16.9,1.6
30-10-2018 07:45,30-10-2018 08:00,21.9,992.9,621,412,72.6,103.5,180.3,1.1,28.6,233.4,54.8,37,97,81.7,8.9,17.3,1.5
30-10-2018 08:00,30-10-2018 08:15,22.6,993.1,621,412,68.2,131,174.2,1,22.7,137.2,54.2,27.2,101.2,76,9.4,18,1.4
30-10-2018 08:15,30-10-2018 08:30,23.2,993.2,621,412,64.7,156.1,172.9,1.1,19.8,105,53.9,24,99.4,72.4,10.6,20.6,1.4
30-10-2018 08:30,30-10-2018 08:45,24.1,993.5,647,387,62,178.2,159.7,0.6,18.8,95.5,54.1,19.7,106.1,72.5,12.6,24.2,None
30-10-2018 08:45,30-10-2018 09:00,25,993.8,647,387,59.1,196.7,69.9,0.4,17.4,89.6,53,11.7,114.9,70.6,19.2,25.3,1.5
30-10-2018 09:00,30-10-2018 09:15,25.9,993.7,647,387,56.4,199.8,160.6,0.6,16.9,88,54.3,7.4,114.1,66.6,26.7,25.8,1.5
30-10-2018 09:15,30-10-2018 09:30,26.3,993.7,647,387,53.8,178.4,170.1,0.6,16.7,86.4,56.1,7.5,111,65.3,43.8,28.9,1.5
30-10-2018 09:30,30-10-2018 09:45,27.3,994,705,420,52.2,252.3,49.6,0.3,16.3,88.7,57.4,7,122,70.7,51.6,None,1.6
30-10-2018 09:45,30-10-2018 10:00,27.9,994,705,420,53.1,256.3,55.5,0.6,16.1,92.9,59.7,3.6,122.6,68.3,61.6,29.6,1.6
30-10-2018 10:00,30-10-2018 10:15,28.5,993.7,705,420,50.2,281.5,117.5,0.1,16.3,100.7,60.7,3.8,116.7,65.2,89.3,28.6,1.7
30-10-2018 10:15,30-10-2018 10:30,28.6,993.5,705,420,50.9,226,150.9,0.5,16.1,102.7,62.6,4,133.1,74.1,106.8,29.3,1.9
30-10-2018 10:30,30-10-2018 10:45,28.9,993.4,751,462,50.8,202.1,147.8,0.4,16.4,112.2,63.7,4.3,135.6,75.6,123.6,29.1,1.9
30-10-2018 10:45,30-10-2018 11:00,29.3,993.2,751,462,47.5,202.7,116.7,0.3,17.6,125.6,62.2,2.4,129.7,71.1,154.8,30.6,1.6
30-10-2018 11:00,30-10-2018 11:15,30,993,751,462,44.9,212.8,147.5,0.6,17.4,119.5,57.7,1.7,93.1,51,164.5,31.2,1.2
30-10-2018 11:15,30-10-2018 11:30,30.4,992.7,751,462,43.3,219.6,177.7,0.6,15.9,99.9,57.3,1.9,94.1,51.5,188.5,29,1.2
30-10-2018 11:30,30-10-2018 11:45,30.3,992.6,581,361,42.4,343,49.8,0.7,13.9,82.3,53,0.9,82.4,44.9,188.3,28.9,0.8
30-10-2018 11:45,30-10-2018 12:00,30.7,992.4,581,361,40.6,313.4,40.8,0.5,14,88,47.3,0.8,57.5,31.3,178.1,29.8,0.5
30-10-2018 12:00,30-10-2018 12:15,29.8,992.3,581,361,41.9,269,15.4,1,12.1,74,49.3,0.4,54,28.9,176.9,28.6,0.5
30-10-2018 12:15,30-10-2018 12:30,30.1,991.9,581,361,38.8,331.9,2.1,0.5,9.8,60.2,48.4,None,47.3,25.2,168.8,26.7,0.2
30-10-2018 12:30,30-10-2018 12:45,31,991.6,376,215,36,337.4,347.1,0.3,9.6,61.8,46,0.1,38.3,20.4,166.3,24,None
30-10-2018 12:45,30-10-2018 13:00,30.9,991.4,376,215,37.6,286.6,161.9,0.7,7.5,50.5,44.1,None,37.8,18.6,183.4,None,0.5
30-10-2018 13:00,30-10-2018 13:15,31.1,991.3,376,215,31.7,357.6,39.9,0.6,6.5,43.2,43.5,None,33.8,17.4,199.5,22.5,0.2
30-10-2018 13:15,30-10-2018 13:30,31.9,991.1,376,215,30.1,328.1,8.8,0.6,6.9,43.3,42.2,None,35.1,17.9,184.9,20.8,0.1
30-10-2018 13:30,30-10-2018 13:45,31,991,276,141,25.3,318.9,11,1.2,6.7,42.5,39.6,1,32.5,18.1,126.1,17.9,None
30-10-2018 13:45,30-10-2018 14:00,31.3,990.7,276,141,28.1,313.6,355.1,0.5,7.6,34.8,31.4,0.6,24.4,13.5,157.8,15.7,None
30-10-2018 14:00,30-10-2018 14:15,31.3,990.6,276,141,30.1,279.2,23.4,0.8,6.7,26.1,33.3,None,27.8,13.2,168.5,18.8,None
30-10-2018 14:15,30-10-2018 14:30,30.9,990.6,276,141,29.6,260.4,17.9,1.3,4.4,25.1,35.1,None,34.1,17.7,143.3,19.7,None
30-10-2018 14:30,30-10-2018 14:45,30.8,990.5,200,100,29.6,223.2,29.5,1,5.1,29.3,35.1,1.4,34.2,19.3,144.1,18.2,None
30-10-2018 14:45,30-10-2018 15:00,30.6,990.4,200,100,31.3,190.1,32.4,1.4,5.1,32.5,34.4,None,28.8,14.3,141.6,17.7,None
30-10-2018 15:00,30-10-2018 15:15,10.2,990.3,200,100,62.3,158.9,24,1.2,4.1,31.9,34.3,0.5,30.9,16.8,137.9,18.1,None
30-10-2018 15:15,30-10-2018 15:30,12.8,990.3,200,100,57.5,126,32.6,1,4,28.3,35.1,1,38.1,21.1,124,17.4,0.1
30-10-2018 15:30,30-10-2018 15:45,29.7,990.4,228,103,36.1,100.5,33.9,1.1,4.2,28.1,35.6,1.1,40.9,22.7,124,None,0.1
30-10-2018 15:45,30-10-2018 16:00,29.2,990.4,228,103,37.9,75.3,30.9,0.9,4.2,39.2,35.5,0.7,42,22.9,118.2,18.9,0.1
30-10-2018 16:00,30-10-2018 16:15,28.4,990.3,228,103,42.9,64.4,54.1,0.4,4.5,39.4,35.9,0.8,52.4,28.5,92.6,20.5,0.3
30-10-2018 16:15,30-10-2018 16:30,27.6,990.3,228,103,46.3,48,52.9,0.4,5,32.3,36.8,1.3,58.2,32.1,85.3,None,0.4
30-10-2018 16:30,30-10-2018 16:45,26.6,990.2,269,128,49.7,32.8,99.1,0.3,5.7,33.8,37.7,0.1,65.4,34.6,76.6,20.8,None
30-10-2018 16:45,30-10-2018 17:00,25.6,990.3,269,128,54.2,19.1,104.2,0.2,6.9,42.7,37.6,None,85.1,44.2,50.2,22.8,1.1
30-10-2018 17:00,30-10-2018 17:15,24.6,990.3,269,128,59,8.9,64.9,0.2,8.3,62,39.1,None,83.2,43.3,48.4,21.1,1
